,index,hgt_median_m,area,yrbuilt
616,616,9.09,2.1202305241672395e-08,1921
617,617,9.17,2.120060259197435e-08,1964
618,618,9.56,2.1196977561727436e-08,1970
619,619,7.85,2.118282502666404e-08,1931
620,620,7.85,4.66134840224996e-09,1931
621,621,4.59,2.118282502666404e-08,1931
622,622,4.59,4.66134840224996e-09,1931
623,623,9.01,2.116925267480132e-08,1971
624,624,8.61,2.1163234422067505e-08,1908
625,625,8.81,2.114435108470112e-08,1962
626,626,5.83,2.1140900771787194e-08,1926
627,627,7.15,2.1133177834895466e-08,1921
628,628,4.87,2.112485854041314e-08,1951
629,629,6.28,2.1109944985822145e-08,1934
630,630,9.53,2.1107055133342086e-08,1972
631,631,9.9,2.109136206626568e-08,1982
632,632,8.3,2.1086035658102754e-08,1912
633,633,12.34,2.1075284861003382e-08,1965
634,634,7.44,2.1066105576104035e-08,1933
635,635,9.31,2.1063317752732124e-08,1967
636,636,7.01,2.1056450778083448e-08,1921
637,637,9.21,2.1052557744462483e-08,1960
638,638,8.31,2.105102082005516e-08,1955
639,639,9.55,2.103211662285777e-08,1963
640,640,8.58,2.1029187515532557e-08,1959
641,641,10.07,2.1029686355039885e-08,1922
642,642,7.52,2.1025274790801837e-08,1919
643,643,8.39,2.1026602421900162e-08,1935
644,644,8.61,2.1018157019763013e-08,1962
645,645,9.31,2.100738594598097e-08,1921
646,646,7.79,2.0985884998858444e-08,1923
647,647,6.99,2.0978452489917553e-08,1923
648,648,8.79,2.0978681285629383e-08,1926
649,649,9.04,2.0973286589559777e-08,1960
650,650,9.04,4.561263686686319e-09,1960
651,651,9.41,2.0963166697910958e-08,1926
652,652,9.85,2.095344936124489e-08,1963
653,653,10.14,2.094795046808362e-08,1993
654,654,9.66,2.09461041387378e-08,1962
655,655,6.88,2.092657638097226e-08,1923
656,656,9.8,2.0903071606934647e-08,1970
657,657,8.01,2.089740999332481e-08,1972
658,658,8.68,2.0886161600517872e-08,1957
659,659,5.89,2.0885945571846367e-08,1941
660,660,9.58,2.0871027326563495e-08,1963
661,661,8.73,2.0859408848572475e-08,1961
662,662,9.93,2.0825857734122653e-08,1962
663,663,10.37,2.0823520418348194e-08,1914
664,664,9.53,2.082541763602503e-08,1972
665,665,9.91,2.079430027479853e-08,1963
666,666,6.92,2.0786050199756972e-08,1926
667,667,5.14,2.077775990216353e-08,1916
668,668,5.14,3.778748773103608e-09,1916
669,669,3.31,2.077775990216353e-08,1916
670,670,3.31,3.778748773103608e-09,1916
671,671,6.66,2.0754776306761102e-08,1923
672,672,5.82,2.075332947520634e-08,1919
673,673,9.52,2.07307125195533e-08,1964
674,674,9.22,2.072443531629811e-08,1912
675,675,8.13,2.07168143109767e-08,1940
676,676,8.66,2.0718921067450477e-08,1912
677,677,10.87,2.0707021656873304e-08,1923
678,678,10.33,2.070613045165907e-08,1928
679,679,11.69,2.0703082910621262e-08,1968
680,680,9.44,2.069431299421347e-08,1975
681,681,9.44,2.0689771425304595e-08,1926
682,682,9.44,3.723991920119102e-09,1926
683,683,9.65,2.0675714082390363e-08,1996
684,684,9.56,2.065629647264572e-08,1926
685,685,9.21,2.0650540971872345e-08,1927
686,686,9.92,2.0648912083317956e-08,1974
687,687,8.69,2.06471991344184e-08,1925
688,688,8.69,4.1054604800030565e-09,1925
689,689,4.81,2.06471991344184e-08,1925
690,690,4.81,4.1054604800030565e-09,1925
691,691,8.5,2.064386074178749e-08,1923
692,692,8.86,2.063946276625398e-08,1921
693,693,6.61,2.062623248584674e-08,1929
694,694,6.05,2.0623384559740358e-08,1938
695,695,9.27,2.0622351203177678e-08,1926
696,696,8.86,2.0610580633736578e-08,1959
697,697,6.82,2.0595464913023268e-08,1910
698,698,6.82,2.7065744364071543e-09,1910
699,699,3.17,2.0595464913023268e-08,1910
700,700,3.17,2.7065744364071543e-09,1910
701,701,7.64,2.0594091531456362e-08,1924
702,702,7.37,2.0586400197284517e-08,1940
703,703,8.79,2.0583464618348767e-08,1983
704,704,8.81,2.057752020117177e-08,1947
705,705,7.78,2.0567450134861564e-08,1924
706,706,10.65,2.056066337785437e-08,2014
707,707,7.09,2.054880637739363e-08,1914
708,708,9.56,2.0537734459946914e-08,1922
709,709,8.69,2.0518881940740118e-08,1959
710,710,5.85,2.0515821564261482e-08,1926
711,711,9.56,2.0513800465916706e-08,1963
712,712,5.48,2.050334540591462e-08,1907
713,713,6.9,2.0500203355936764e-08,1921
714,714,6.9,3.295415656787177e-09,1921
715,715,4.09,2.0500203355936764e-08,1921
716,716,4.09,3.295415656787177e-09,1921
717,717,8.48,2.049270096926958e-08,1921
718,718,5.75,7.70777789733668e-10,1938
719,719,5.75,1.417969158895911e-08,1938
720,720,9.37,2.048791541449009e-08,1971
721,721,6.11,2.0480507149121396e-08,1921
722,722,10.12,2.0471737736378322e-08,1972
723,723,8.77,2.046407552372793e-08,1947
724,724,8.19,2.0442745734572818e-08,1971
725,725,9.13,2.0438304235307812e-08,1983
726,726,8.72,2.0426692460253175e-08,1928
727,727,9.73,2.0422946922185227e-08,1968
728,728,9.42,2.0421343087396964e-08,1923
729,729,8.93,2.041563304005139e-08,1927
730,730,9.06,2.0407846134154376e-08,1964
731,731,13.99,2.0378900784735115e-08,1927
732,732,9.02,2.0367298846793848e-08,1921
733,733,10.08,2.0361853981388883e-08,1937
734,734,9.14,2.0339308468893197e-08,1972
735,735,8.9,2.033835088589828e-08,1920
736,736,9.24,2.0325452464568908e-08,1963
737,737,7.99,2.0317769511653937e-08,1960
738,738,5.27,2.0244437881308158e-08,1916
739,739,12.55,2.0240556142937756e-08,1929
740,740,8.18,2.0228848452025796e-08,1970
741,741,8.72,2.0217693702636277e-08,1961
742,742,12.18,2.021615439583735e-08,2008
743,743,7.68,2.0205576340544226e-08,1961
744,744,6.94,2.0201385317202632e-08,1908
745,745,8.39,2.0188962942649045e-08,1911
746,746,9.08,2.017395325538826e-08,1972
747,747,8.94,7.675834918208952e-10,1921
748,748,8.94,7.674802030448119e-10,1921
749,749,8.94,1.2220771727884992e-08,1921
750,750,9.64,2.0159130566882184e-08,1924
751,751,9.6,2.0161097776503805e-08,1988
752,752,9.3,2.0156452873665718e-08,1972
753,753,6.59,2.015058912670098e-08,1922
754,754,6.12,2.0148957229587688e-08,1928
755,755,8.89,2.0142822379866427e-08,1971
756,756,8.82,2.0141911226240823e-08,1971
757,757,9.28,2.0135570183573802e-08,1979
758,758,7.57,2.013733002712579e-08,1932
759,759,7.57,4.3200801218126525e-09,1932
760,760,3.49,2.013733002712579e-08,1932
761,761,3.49,4.3200801218126525e-09,1932
762,762,9.35,2.0120564710789698e-08,1928
763,763,6.96,2.0092665964628357e-08,1948
764,764,9.76,2.0090186762959368e-08,1966
765,765,9.66,2.0077067354055457e-08,2016
766,766,6.72,2.007667527283857e-08,1923
767,767,13.72,2.007131977988416e-08,1926
768,768,8.37,2.0068411819467445e-08,1904
769,769,5.49,2.0063317501548908e-08,1921
770,770,9.5,2.0051889709153246e-08,2000
771,771,8.57,2.0051663533667978e-08,1990
772,772,6.8,2.005050987619899e-08,1973
773,773,8.73,2.0037326683261844e-08,1976
774,774,8.73,1.5551109469143036e-09,1976
775,775,8.87,2.0037588119705642e-08,1922
776,776,8.82,2.0025329250476366e-08,1967
777,777,6.93,2.0016929030852113e-08,1929
778,778,12.13,2.001245862043264e-08,1926
779,779,9.18,2.0000004981065828e-08,1971
780,780,9.41,1.9992503787644777e-08,1972
781,781,13.11,1.9987229026334717e-08,1975
782,782,13.11,4.7316589826930236e-09,1975
783,783,7.67,1.9987229026334717e-08,1981
784,784,7.67,4.7316589826930236e-09,1981
785,785,8.44,1.996911975901609e-08,1948
786,786,8.93,1.996052806134365e-08,1972
787,787,11.58,1.9954063557458113e-08,2003
788,788,8.82,1.9928660152977674e-08,1947
789,789,10.42,1.9927457940421857e-08,1900
790,790,10.42,5.973652338029667e-09,1900
791,791,8.97,1.9925252705256208e-08,1975
792,792,9.38,1.9889206930929582e-08,1983
793,793,7.67,1.9889902125894057e-08,2001
794,794,12.32,1.9881373218112328e-08,0
795,795,7.44,1.9882260698888545e-08,1938
796,796,9.56,1.9880988707922513e-08,1923
797,797,9.67,1.9877984810611297e-08,1930
798,798,8.94,1.9851036286715916e-08,1924
799,799,9.37,1.983823783916405e-08,1966
800,800,8.46,1.9835718243638396e-08,1923
801,801,9.3,1.9834220267187462e-08,1971
802,802,9.11,1.9825333134339638e-08,1927
803,803,6.63,1.9817557235351946e-08,1924
804,804,9.06,1.981754558536961e-08,1972
805,805,10.15,1.9804892692525667e-08,1973
806,806,5.88,1.9804190063691952e-08,1921
807,807,5.88,3.987063705374238e-09,1921
808,808,9.09,1.9798663740213165e-08,1972
809,809,12.51,1.9796791380111575e-08,1928
810,810,9.2,1.978522345184884e-08,1970
811,811,8.42,1.9772728448421433e-08,1960
812,812,8.08,1.9773158904771066e-08,1924
813,813,9.36,1.9770454977221332e-08,1921
814,814,9.76,1.9766173989035968e-08,1968
815,815,9.03,1.975985223839557e-08,1911
816,816,9.73,1.9748831131890398e-08,1931
817,817,5.94,1.971220036114464e-08,1955
818,818,9.05,1.970923039159315e-08,1913
819,819,9.05,4.229833310985159e-09,1913
820,820,9.05,2.417167578684791e-09,1913
821,821,5.39,1.970923039159315e-08,1913
822,822,5.39,4.229833310985159e-09,1913
823,823,5.39,2.417167578684791e-09,1913
824,824,5.06,1.970923039159315e-08,1913
825,825,5.06,4.229833310985159e-09,1913
826,826,5.06,2.417167578684791e-09,1913
827,827,6.19,1.9701945152231407e-08,1923
828,828,9.19,1.9700765385577514e-08,1970
829,829,9.31,1.969950584699222e-08,1973
830,830,7.08,1.9696908848539145e-08,1930
831,831,8.97,1.969224088010617e-08,1921
832,832,9.39,1.9689513005763685e-08,1975
833,833,11.54,1.9682038742857198e-08,1994
834,834,9.57,1.9681359218644497e-08,1929
835,835,9.38,1.9661853525741727e-08,1953
836,836,9.01,1.964881065217686e-08,1924
837,837,9.92,1.9649231172663418e-08,1926
838,838,7.03,1.9645844168897773e-08,1933
839,839,12.56,1.9635909898501447e-08,2001
840,840,12.24,1.962362066137031e-08,1964
841,841,8.75,1.9605130005644887e-08,1983
842,842,12.47,1.9598441354941662e-08,2001
843,843,5.49,1.9590609061699214e-08,1922
844,844,8.07,1.9578957349717963e-08,1919
845,845,12.33,1.9571459955829285e-08,1910
846,846,12.33,2.0631381980826233e-09,1910
847,847,6.95,1.9561533110668445e-08,1936
848,848,9.2,1.954492305659972e-08,1971
849,849,5.13,1.954341551611949e-08,1916
850,850,9.17,1.9534977939020764e-08,1971
851,851,11.23,1.9530620779744725e-08,2009
852,852,10.2,1.952897781208414e-08,1906
853,853,9.11,1.9528538975334762e-08,1920
854,854,6.52,1.9519127324303394e-08,1941
855,855,6.34,1.951551834824234e-08,1997
856,856,10.83,1.9514730566009107e-08,1924
857,857,9.09,1.951226317867507e-08,1924
858,858,8.36,1.9509656405717512e-08,1922
859,859,7.46,1.950940016876163e-08,1921
860,860,6.18,1.9504011674545286e-08,1973
861,861,8.9,1.9503934400262054e-08,1912
862,862,6.76,1.9485498547676663e-08,1924
863,863,7.71,1.9469325684291605e-08,1922
864,864,9.11,1.946619152660258e-08,1971
865,865,12.34,1.9462191432590966e-08,2001
866,866,9.22,1.9456819451211518e-08,1924
867,867,6.39,1.9451950795102944e-08,1934
868,868,7.71,1.9441591281725188e-08,1924
869,869,9.32,1.943706766123076e-08,1911
870,870,9.32,5.117729380628405e-09,1911
871,871,3.49,1.943706766123076e-08,1911
872,872,3.49,5.117729380628405e-09,1911
873,873,11.84,1.9428821965922575e-08,2003
874,874,7.91,7.609084497684635e-10,1913
875,875,7.91,1.2310681036229572e-08,1913
876,876,9.62,1.9414624627946937e-08,1928
877,877,5.97,1.9407387090818837e-08,1926
878,878,13.34,1.9402564290978375e-08,1926
879,879,10.3,1.940085332806489e-08,1986
880,880,9.11,1.9397963906776538e-08,1970
881,881,5.91,1.9394367862171156e-08,1925
882,882,9.82,1.939025436057141e-08,0
883,883,8.11,1.9370926411142164e-08,1925
884,884,9.65,1.936963884302848e-08,1927
885,885,8.9,1.9358660408900664e-08,1947
886,886,9.49,1.9356605818234074e-08,1937
887,887,7.95,1.935376571145874e-08,1981
888,888,9.42,1.93526439723657e-08,1972
889,889,10.3,1.934604193491522e-08,1925
890,890,11.43,1.9345365870722476e-08,1923
891,891,8.68,1.9329452488347375e-08,1931
892,892,9.41,1.932633322996216e-08,1971
893,893,8.49,1.9315874652184554e-08,1928
894,894,12.39,1.9306744253365517e-08,1923
895,895,7.29,1.9292649819552952e-08,1912
896,896,9.23,1.9277454874836893e-08,1986
897,897,9.08,1.9266534115515822e-08,1924
898,898,9.06,1.926144389975731e-08,1973
899,899,9.35,1.9260928364704408e-08,1966
900,900,10.18,1.9253485987506006e-08,1947
901,901,5.93,1.924505779825296e-08,1981
902,902,4.79,1.9240796833496657e-08,1941
903,903,4.79,4.47795025064686e-09,1941
904,904,9.5,1.9230109391796095e-08,1924
905,905,9.73,1.9227245208014394e-08,1924
906,906,8.36,1.922378109693669e-08,1907
907,907,8.36,1.0557030485088673e-09,1907
908,908,3.05,1.922378109693669e-08,1907
909,909,3.05,1.0557030485088673e-09,1907
910,910,6.72,1.9195489362930865e-08,1922
911,911,5.97,1.9179022912381595e-08,1981
912,912,10.41,1.9176829307877294e-08,1988
913,913,9.25,1.9170509849377236e-08,1920
914,914,9.31,1.9170286568877486e-08,1962
915,915,9.96,1.916625716928718e-08,1928
916,916,7.07,1.9163616644946618e-08,1916
917,917,7.4,1.915482394797497e-08,1954
918,918,8.95,1.9146669168915783e-08,1922
919,919,7.99,1.914155188795735e-08,1959
920,920,9.13,1.914007110069585e-08,1969
921,921,8.9,1.9111283575835916e-08,1919
922,922,5.53,1.9096325213422126e-08,1918
923,923,11.22,1.9096958590405164e-08,1922
924,924,8.59,1.9089755756173254e-08,1950
925,925,12.87,1.9082754963445305e-08,1987
926,926,12.12,1.906748623575083e-08,1924
927,927,8.96,1.9065660736973964e-08,1968
928,928,8.82,1.9065634276878132e-08,1963
929,929,6.36,1.9058332647711455e-08,1924
930,930,10.38,1.90488480289154e-08,1984
931,931,8.53,1.9042130938631488e-08,1921
932,932,8.53,1.1184457569066967e-08,1921
933,933,3.3,1.9042130938631488e-08,1921
934,934,3.3,1.1184457569066967e-08,1921
935,935,8.8,1.9032571136265553e-08,1933
936,936,4.18,1.902993125997756e-08,1919
937,937,8.59,1.901454823340924e-08,1948
938,938,7.05,1.9009390575563034e-08,1952
939,939,8.85,1.9007282837112385e-08,1962
940,940,9.26,1.9003807105382546e-08,1938
941,941,11.23,1.899322117224464e-08,1927
942,942,7.08,1.899131147991973e-08,1935
943,943,8.56,1.8989567329388377e-08,1964
944,944,9.33,1.8991004487334863e-08,1964
945,945,6.02,1.8983998444781103e-08,1921
946,946,9.37,1.8984214596626812e-08,1973
947,947,9.2,1.8978064390047168e-08,1971
948,948,13.09,1.8974568322651222e-08,1959
949,949,8.79,1.8974098637353468e-08,1960
950,950,8.21,1.8961746569800298e-08,1946
951,951,9.14,1.8954487025578948e-08,1951
952,952,7.59,1.7985786709853574e-08,1922
953,953,12.18,1.8937465907288802e-08,1927
954,954,9.83,1.8920833214889083e-08,1987
955,955,6.2,1.8905433353183876e-08,1924
956,956,9.4,1.890155810362982e-08,1954
957,957,9.38,1.8899568221531735e-08,1923
958,958,8.63,1.888820118875794e-08,1960
959,959,9.57,1.888543998345916e-08,1924
960,960,12.57,1.8882053556031625e-08,1999
961,961,8.84,1.8869446421338323e-08,1922
962,962,7.85,1.8860488499925448e-08,1926
963,963,11.65,1.8857437174361085e-08,1982
964,964,8.5,1.884689564782159e-08,1924
965,965,5.99,7.528669028431036e-10,1941
966,966,5.99,1.3520161620934457e-08,1941
967,967,9.86,1.8820727554390802e-08,1926
968,968,5.7,1.8821389171043125e-08,1923
969,969,7.26,1.882389246763752e-08,1914
970,970,7.26,4.553685770343705e-09,1914
971,971,3.76,1.882389246763752e-08,1914
972,972,3.76,4.553685770343705e-09,1914
973,973,5.69,1.8811015116941568e-08,1940
974,974,7.19,1.8809587448659788e-08,1925
975,975,7.2,1.8800466204648678e-08,1967
976,976,8.82,1.8797510263867386e-08,1923
977,977,9.75,1.8792825189696796e-08,1961
978,978,5.88,1.8791636037336435e-08,1940
979,979,13.12,1.8778490846875027e-08,1936
980,980,13.12,3.7074965098408354e-09,1936
981,981,6.74,1.8778490846875027e-08,1936
982,982,6.74,3.7074965098408354e-09,1936
983,983,10.17,1.877893742281452e-08,1921
984,984,4.12,1.8773886185645836e-08,1919
985,985,9.73,1.875919277563899e-08,1924
986,986,5.95,1.8757675420937692e-08,1925
987,987,5.68,1.8742508071844203e-08,1923
988,988,9.42,1.873967879424472e-08,1927
989,989,8.29,1.8739458510027026e-08,1907
990,990,5.55,1.8733702583306045e-08,1927
991,991,9.01,1.8732357297143615e-08,1927
992,992,6.75,1.871839287886337e-08,1936
993,993,7.94,1.871805650127635e-08,1924
994,994,6.88,1.8713870683933524e-08,1929
995,995,12.0,1.8715199131002612e-08,1900
996,996,9.4,1.8713559809315116e-08,1929
997,997,9.47,1.8703728862987302e-08,1924
998,998,13.25,1.870341938998556e-08,2006
999,999,11.71,1.8697832895018594e-08,1923
1000,1000,9.08,1.8672230647665887e-08,1960
1001,1001,10.04,1.8665113193759927e-08,1924
1002,1002,8.91,1.866058165280181e-08,1923
1003,1003,4.37,1.8656651725872806e-08,1908
1004,1004,4.37,3.322573026258142e-09,1908
1005,1005,7.34,1.8656914176086925e-08,1926
1006,1006,10.25,1.8650101022271008e-08,1930
1007,1007,8.39,1.8642079323752014e-08,1957
1008,1008,9.8,1.8638729736114726e-08,1936
1009,1009,8.06,1.8631029064643522e-08,1965
1010,1010,9.12,1.861888089926082e-08,1981
1011,1011,9.5,1.8615645800175163e-08,1925
1012,1012,9.32,1.8612099704417517e-08,1974
1013,1013,7.42,1.8606437765485878e-08,1921
1014,1014,8.64,1.8598078434574946e-08,1979
1015,1015,12.44,1.8585414306995257e-08,1922
1016,1016,9.14,1.8582658732658646e-08,1948
1017,1017,5.18,1.857950014248629e-08,1913
1018,1018,5.18,4.42264534240666e-09,1913
1019,1019,3.24,1.857950014248629e-08,1913
1020,1020,3.24,4.42264534240666e-09,1913
1021,1021,8.78,1.8576130728087365e-08,1926
1022,1022,8.78,1.3253708658275818e-09,1926
1023,1023,9.69,1.8573451078666648e-08,1929
1024,1024,9.69,1.8293559381111893e-08,1929
1025,1025,8.79,1.8567187962172254e-08,1947
1026,1026,9.68,1.8564071141331645e-08,1920
1027,1027,9.23,1.8552480807910756e-08,1921
1028,1028,7.65,1.8549791884535186e-08,1907
1029,1029,9.08,1.8537736417071518e-08,1925
1030,1030,8.95,1.8526930675912822e-08,1941
1031,1031,9.55,1.8522995373261577e-08,1917
1032,1032,6.0,1.8522894836060422e-08,1931
1033,1033,8.44,1.8518732757145942e-08,1928
1034,1034,8.44,3.3575972118048194e-09,1928
1035,1035,10.1,1.8514389365245144e-08,1923
1036,1036,11.66,1.8511515256306553e-08,2006
1037,1037,8.94,1.8508852810718646e-08,1926
1038,1038,8.22,1.850560537349528e-08,1927
1039,1039,12.45,1.850559072242997e-08,1925
1040,1040,9.86,1.8502425817644063e-08,1920
1041,1041,6.04,8.420692690823333e-10,1906
1042,1042,6.04,1.0660034610070133e-08,1906
1043,1043,8.58,8.420692690823333e-10,1906
1044,1044,8.58,1.0660034610070133e-08,1906
1045,1045,8.89,1.849024753164828e-08,1974
1046,1046,9.47,1.8484323862412434e-08,1977
1047,1047,12.22,1.848248291974835e-08,2003
1048,1048,9.68,1.8480003524752523e-08,1936
1049,1049,12.47,1.8478090755729222e-08,1996
1050,1050,9.8,1.847700172554275e-08,1965
1051,1051,6.52,1.8473345439595846e-08,1924
1052,1052,8.13,1.8462071288630318e-08,1965
1053,1053,8.79,1.84624349815794e-08,1922
1054,1054,5.98,1.8456405412106923e-08,1922
1055,1055,9.67,1.845820300393965e-08,1984
1056,1056,8.74,1.8452589123922523e-08,1967
1057,1057,6.24,1.8447319377844807e-08,1936
1058,1058,7.47,1.844866239789157e-08,1911
1059,1059,7.47,2.6814055045843305e-09,1911
1060,1060,3.61,1.844866239789157e-08,1911
1061,1061,3.61,2.6814055045843305e-09,1911
1062,1062,9.29,1.8442111822117784e-08,1924
1063,1063,5.89,1.8431155790572386e-08,1919
1064,1064,6.51,1.8430094630119182e-08,1935
1065,1065,9.26,1.842799410942668e-08,1984
1066,1066,9.26,8.889492979264393e-10,1984
1067,1067,6.54,1.8422090803655612e-08,1939
1068,1068,6.54,3.650237981921421e-09,1939
1069,1069,9.72,1.8419664401125182e-08,1935
1070,1070,8.07,1.841299659766933e-08,1905
1071,1071,9.1,1.8408111610795965e-08,1925
1072,1072,11.81,8.412588707064605e-10,1993
1073,1073,11.81,1.1072166184347628e-08,1993
1074,1074,8.52,1.8404724861324934e-08,1919
1075,1075,8.52,1.1083669172612362e-08,1919
1076,1076,8.14,1.840379274630405e-08,1988
1077,1077,9.79,1.840227572672396e-08,1996
1078,1078,5.69,8.410876208608131e-10,1923
1079,1079,5.69,7.198529831218848e-10,1923
1080,1080,5.69,1.3149872898057824e-08,1923
1081,1081,9.32,1.8388023445763225e-08,1923
1082,1082,7.6,1.838857801846555e-08,1921
1083,1083,9.35,1.8386002024676565e-08,1987
1084,1084,9.43,1.838595177134194e-08,1984
1085,1085,6.17,1.838393232086006e-08,1933
1086,1086,8.94,8.409380357351519e-10,1916
1087,1087,8.94,1.5644868978847787e-08,1916
1088,1088,6.5,1.8377906595143918e-08,1922
1089,1089,5.58,1.836639181667061e-08,1923
1090,1090,6.75,1.836591237460745e-08,1981
1091,1091,8.99,1.835671454353321e-08,1957
1092,1092,9.24,1.8355346824419165e-08,1947
1093,1093,9.89,1.8352151317994277e-08,1924
1094,1094,8.85,1.8353424980367062e-08,1924
1095,1095,9.8,1.8333947320584676e-08,1987
1096,1096,9.56,1.831992894381444e-08,1984
1097,1097,12.57,1.831773753794357e-08,1928
1098,1098,7.84,1.8317519288216858e-08,1908
1099,1099,6.55,1.8311453501529508e-08,1926
1100,1100,7.69,1.8307808128945572e-08,1905
1101,1101,12.12,1.830856510875465e-08,2000
1102,1102,9.38,1.830697071322409e-08,1988
1103,1103,8.9,1.8295383188804186e-08,1926
1104,1104,8.9,2.4182401544628182e-09,1926
